Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Luxembourg,European Region of WHO,South West Europe,2012,51,12/17/2012,12/23/2012,,34,0,0,3,,0,3,0,0,16,16,19,,Sporadic
Luxembourg,European Region of WHO,South West Europe,2012,52,12/24/2012,12/30/2012,,21,0,0,0,,0,0,0,0,6,6,6,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,1,12/31/2012,1/6/2013,,22,0,4,0,,0,4,0,0,6,6,10,,Widespread Outbreak
Luxembourg,European Region of WHO,South West Europe,2013,2,1/7/2013,1/13/2013,,47,0,8,0,,2,10,0,0,11,11,21,,Widespread Outbreak
Luxembourg,European Region of WHO,South West Europe,2013,3,1/14/2013,1/20/2013,,52,0,10,1,,2,13,0,0,13,13,26,,Widespread Outbreak
Luxembourg,European Region of WHO,South West Europe,2013,4,1/21/2013,1/27/2013,,77,0,31,2,,4,37,0,0,12,12,49,,Widespread Outbreak
Luxembourg,European Region of WHO,South West Europe,2013,5,1/28/2013,2/3/2013,,127,0,34,4,,8,46,0,0,25,25,71,,Widespread Outbreak
Luxembourg,European Region of WHO,South West Europe,2013,6,2/4/2013,2/10/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,7,2/11/2013,2/17/2013,,73,0,13,7,,0,20,0,0,10,10,30,,Widespread Outbreak
Luxembourg,European Region of WHO,South West Europe,2013,8,2/18/2013,2/24/2013,,85,0,22,5,,4,31,0,0,20,20,51,,Widespread Outbreak
Luxembourg,European Region of WHO,South West Europe,2013,9,2/25/2013,3/3/2013,,104,0,10,5,,7,22,0,0,25,25,47,,Widespread Outbreak
Luxembourg,European Region of WHO,South West Europe,2013,10,3/4/2013,3/10/2013,,52,0,6,4,,0,10,0,0,12,12,22,,Widespread Outbreak
Luxembourg,European Region of WHO,South West Europe,2013,11,3/11/2013,3/17/2013,,42,0,4,2,,4,10,0,0,8,8,18,,Widespread Outbreak
Luxembourg,European Region of WHO,South West Europe,2013,12,3/18/2013,3/24/2013,,38,0,2,2,,2,6,0,0,7,7,13,,Widespread Outbreak
Luxembourg,European Region of WHO,South West Europe,2013,13,3/25/2013,3/31/2013,,9,0,0,1,,0,1,0,0,0,0,1,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,14,4/1/2013,4/7/2013,,10,0,0,0,,1,1,0,0,0,0,1,,Widespread Outbreak
Luxembourg,European Region of WHO,South West Europe,2013,15,4/8/2013,4/14/2013,,17,0,0,0,,1,1,0,0,4,4,5,,Sporadic
Luxembourg,European Region of WHO,South West Europe,2013,16,4/15/2013,4/21/2013,,4,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2013,17,4/22/2013,4/28/2013,,8,0,0,0,,0,0,0,0,1,1,1,,No Activity
Luxembourg,European Region of WHO,South West Europe,2013,18,4/29/2013,5/5/2013,,3,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2013,19,5/6/2013,5/12/2013,,2,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2013,20,5/13/2013,5/19/2013,,3,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2013,21,5/20/2013,5/26/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,22,5/27/2013,6/2/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,23,6/3/2013,6/9/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,24,6/10/2013,6/16/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,25,6/17/2013,6/23/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,26,6/24/2013,6/30/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,27,7/1/2013,7/7/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,28,7/8/2013,7/14/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,29,7/15/2013,7/21/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,30,7/22/2013,7/28/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,31,7/29/2013,8/4/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,32,8/5/2013,8/11/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,33,8/12/2013,8/18/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,34,8/19/2013,8/25/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,35,8/26/2013,9/1/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,36,9/2/2013,9/8/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,37,9/9/2013,9/15/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,38,9/16/2013,9/22/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,39,9/23/2013,9/29/2013,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,40,9/30/2013,10/6/2013,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2013,41,10/7/2013,10/13/2013,,4,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2013,42,10/14/2013,10/20/2013,,4,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2013,43,10/21/2013,10/27/2013,,3,0,0,0,,0,0,0,0,0,0,0,,Local Outbreak
Luxembourg,European Region of WHO,South West Europe,2013,44,10/28/2013,11/3/2013,,5,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2013,45,11/4/2013,11/10/2013,,1,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2013,46,11/11/2013,11/17/2013,,7,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2013,47,11/18/2013,11/24/2013,,7,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2013,48,11/25/2013,12/1/2013,,4,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2013,49,12/2/2013,12/8/2013,,6,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2013,50,12/9/2013,12/15/2013,,6,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2013,51,12/16/2013,12/22/2013,,7,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2013,52,12/23/2013,12/29/2013,,3,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2014,1,12/30/2013,1/5/2014,,3,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2014,2,1/6/2014,1/12/2014,,7,0,1,0,,0,1,0,0,0,0,1,,Sporadic
Luxembourg,European Region of WHO,South West Europe,2014,3,1/13/2014,1/19/2014,,11,0,2,0,,0,2,0,0,0,0,2,,Sporadic
Luxembourg,European Region of WHO,South West Europe,2014,4,1/20/2014,1/26/2014,,26,0,8,4,,0,12,0,0,0,0,12,,Local Outbreak
Luxembourg,European Region of WHO,South West Europe,2014,5,1/27/2014,2/2/2014,,50,0,5,7,,5,17,0,0,0,0,17,,Regional Outbreak
Luxembourg,European Region of WHO,South West Europe,2014,6,2/3/2014,2/9/2014,,38,0,6,5,,1,12,0,0,0,0,12,,Regional Outbreak
Luxembourg,European Region of WHO,South West Europe,2014,7,2/10/2014,2/16/2014,,41,0,3,7,,0,10,0,0,0,0,10,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,8,2/17/2014,2/23/2014,,28,0,3,7,,2,12,0,0,1,1,13,,Widespread Outbreak
Luxembourg,European Region of WHO,South West Europe,2014,9,2/24/2014,3/2/2014,,38,0,2,7,,1,10,0,0,0,0,10,,Regional Outbreak
Luxembourg,European Region of WHO,South West Europe,2014,10,3/3/2014,3/9/2014,,38,0,6,8,,2,16,0,0,0,0,16,,Widespread Outbreak
Luxembourg,European Region of WHO,South West Europe,2014,11,3/10/2014,3/16/2014,,42,0,2,12,,1,15,0,0,0,0,15,,Regional Outbreak
Luxembourg,European Region of WHO,South West Europe,2014,12,3/17/2014,3/23/2014,,34,0,1,7,,1,9,0,0,0,0,9,,Local Outbreak
Luxembourg,European Region of WHO,South West Europe,2014,13,3/24/2014,3/30/2014,,13,0,1,2,,0,3,0,0,0,0,3,,Sporadic
Luxembourg,European Region of WHO,South West Europe,2014,14,3/31/2014,4/6/2014,,11,0,0,4,,1,5,0,0,0,0,5,,Sporadic
Luxembourg,European Region of WHO,South West Europe,2014,15,4/7/2014,4/13/2014,,5,0,0,0,,1,1,0,0,0,0,1,,Sporadic
Luxembourg,European Region of WHO,South West Europe,2014,16,4/14/2014,4/20/2014,,3,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2014,17,4/21/2014,4/27/2014,,6,0,0,1,,0,1,0,0,0,0,1,,Local Outbreak
Luxembourg,European Region of WHO,South West Europe,2014,18,4/28/2014,5/4/2014,,2,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2014,19,5/5/2014,5/11/2014,,4,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2014,20,5/12/2014,5/18/2014,,5,0,0,0,,0,0,0,0,0,0,0,,No Activity
Luxembourg,European Region of WHO,South West Europe,2014,21,5/19/2014,5/25/2014,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,22,5/26/2014,6/1/2014,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,23,6/2/2014,6/8/2014,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,24,6/9/2014,6/15/2014,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,25,6/16/2014,6/22/2014,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,26,6/23/2014,6/29/2014,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,27,6/30/2014,7/6/2014,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,28,7/7/2014,7/13/2014,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,29,7/14/2014,7/20/2014,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,30,7/21/2014,7/27/2014,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,31,7/28/2014,8/3/2014,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,32,8/4/2014,8/10/2014,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,33,8/11/2014,8/17/2014,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,34,8/18/2014,8/24/2014,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,35,8/25/2014,8/31/2014,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,36,9/1/2014,9/7/2014,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,37,9/8/2014,9/14/2014,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,38,9/15/2014,9/21/2014,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,39,9/22/2014,9/28/2014,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,40,9/29/2014,10/5/2014,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,41,10/6/2014,10/12/2014,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,42,10/13/2014,10/19/2014,,8,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,43,10/20/2014,10/26/2014,,6,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,44,10/27/2014,11/2/2014,,7,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,45,11/3/2014,11/9/2014,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,46,11/10/2014,11/16/2014,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,47,11/17/2014,11/23/2014,,4,0,1,0,,0,1,0,0,0,0,1,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,48,11/24/2014,11/30/2014,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,49,12/1/2014,12/7/2014,,10,0,3,0,,0,3,0,0,1,1,4,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,50,12/8/2014,12/14/2014,,17,0,1,1,,0,2,0,0,0,0,2,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,51,12/15/2014,12/21/2014,,13,0,2,0,,0,2,0,0,1,1,3,,No Report
Luxembourg,European Region of WHO,South West Europe,2014,52,12/22/2014,12/28/2014,,6,0,0,2,,0,2,0,0,0,0,2,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,1,12/29/2014,1/4/2015,,9,0,0,1,,0,1,0,0,0,0,1,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,2,1/5/2015,1/11/2015,,21,0,2,3,,0,5,0,0,1,1,6,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,3,1/12/2015,1/18/2015,,30,0,7,3,,1,11,0,0,2,2,13,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,4,1/19/2015,1/25/2015,,58,0,11,19,,1,31,0,0,3,3,34,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,5,1/26/2015,2/1/2015,,115,0,15,27,,6,48,0,0,7,7,55,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,6,2/2/2015,2/8/2015,,135,0,12,42,,1,55,0,0,6,6,61,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,7,2/9/2015,2/15/2015,,133,0,14,35,,9,58,0,0,11,11,69,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,8,2/16/2015,2/22/2015,,100,0,11,18,,2,31,0,0,17,17,48,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,9,2/23/2015,3/1/2015,,113,0,12,29,,2,43,0,0,23,23,66,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,10,3/2/2015,3/8/2015,,67,0,4,11,,2,17,0,0,12,12,29,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,11,3/9/2015,3/15/2015,,57,0,3,6,,2,11,0,0,16,16,27,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,12,3/16/2015,3/22/2015,,53,0,1,7,,1,9,0,0,18,18,27,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,13,3/23/2015,3/29/2015,,45,0,0,3,,0,3,0,0,15,15,18,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,14,3/30/2015,4/5/2015,,46,0,2,5,,0,7,0,0,13,13,20,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,15,4/6/2015,4/12/2015,,13,0,0,0,,1,1,0,0,4,4,5,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,16,4/13/2015,4/19/2015,,9,0,0,0,,0,0,0,0,1,1,1,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,17,4/20/2015,4/26/2015,,3,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,18,4/27/2015,5/3/2015,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,19,5/4/2015,5/10/2015,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,20,5/11/2015,5/17/2015,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,21,5/18/2015,5/24/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,22,5/25/2015,5/31/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,23,6/1/2015,6/7/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,24,6/8/2015,6/14/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,25,6/15/2015,6/21/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,26,6/22/2015,6/28/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,27,6/29/2015,7/5/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,28,7/6/2015,7/12/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,29,7/13/2015,7/19/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,30,7/20/2015,7/26/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,31,7/27/2015,8/2/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,32,8/3/2015,8/9/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,33,8/10/2015,8/16/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,34,8/17/2015,8/23/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,35,8/24/2015,8/30/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,36,8/31/2015,9/6/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,37,9/7/2015,9/13/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,38,9/14/2015,9/20/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,39,9/21/2015,9/27/2015,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,40,9/28/2015,10/4/2015,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,41,10/5/2015,10/11/2015,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,42,10/12/2015,10/18/2015,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,43,10/19/2015,10/25/2015,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,44,10/26/2015,11/1/2015,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,45,11/2/2015,11/8/2015,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,46,11/9/2015,11/15/2015,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,47,11/16/2015,11/22/2015,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,48,11/23/2015,11/29/2015,,3,0,0,0,,0,0,0,0,1,1,1,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,49,11/30/2015,12/6/2015,,12,0,0,0,,0,0,0,0,1,1,1,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,50,12/7/2015,12/13/2015,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,51,12/14/2015,12/20/2015,,18,0,0,1,,0,1,0,0,2,2,3,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,52,12/21/2015,12/27/2015,,13,0,1,0,,0,1,0,0,0,0,1,,No Report
Luxembourg,European Region of WHO,South West Europe,2015,53,12/28/2015,1/3/2016,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,1,1/4/2016,1/10/2016,,17,0,0,0,,0,0,0,0,4,4,4,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,2,1/11/2016,1/17/2016,,19,0,1,0,,0,1,0,0,2,2,3,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,3,1/18/2016,1/24/2016,,29,0,6,0,,0,6,0,0,2,2,8,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,4,1/25/2016,1/31/2016,,47,0,5,0,,0,5,0,0,16,16,21,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,5,2/1/2016,2/7/2016,,59,0,7,0,,0,7,0,0,22,22,29,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,6,2/8/2016,2/14/2016,,54,0,7,0,,0,7,0,0,21,21,28,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,7,2/15/2016,2/21/2016,,77,0,8,0,,0,8,0,0,23,23,31,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,8,2/22/2016,2/28/2016,,63,0,9,0,,0,9,0,0,28,28,37,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,9,2/29/2016,3/6/2016,,114,0,16,0,,0,16,0,0,33,33,49,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,10,3/7/2016,3/13/2016,,104,0,12,0,,0,12,0,0,46,46,58,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,11,3/14/2016,3/20/2016,,78,0,10,0,,0,10,0,0,34,34,44,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,12,3/21/2016,3/27/2016,,92,0,15,0,,0,15,0,0,27,27,42,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,13,3/28/2016,4/3/2016,,60,0,15,0,,0,15,0,0,17,17,32,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,14,4/4/2016,4/10/2016,,47,0,7,1,,0,8,0,0,9,9,17,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,15,4/11/2016,4/17/2016,,24,0,2,0,,0,2,0,0,4,4,6,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,16,4/18/2016,4/24/2016,,22,0,2,0,,0,2,0,0,2,2,4,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,17,4/25/2016,5/1/2016,,16,0,2,0,,0,2,0,0,0,0,2,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,18,5/2/2016,5/8/2016,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,19,5/9/2016,5/15/2016,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,20,5/16/2016,5/22/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,21,5/23/2016,5/29/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,22,5/30/2016,6/5/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,23,6/6/2016,6/12/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,24,6/13/2016,6/19/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,25,6/20/2016,6/26/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,26,6/27/2016,7/3/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,27,7/4/2016,7/10/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,28,7/11/2016,7/17/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,29,7/18/2016,7/24/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,30,7/25/2016,7/31/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,31,8/1/2016,8/7/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,32,8/8/2016,8/14/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,33,8/15/2016,8/21/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,34,8/22/2016,8/28/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,35,8/29/2016,9/4/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,36,9/5/2016,9/11/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,37,9/12/2016,9/18/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,38,9/19/2016,9/25/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,39,9/26/2016,10/2/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,40,10/3/2016,10/9/2016,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,41,10/10/2016,10/16/2016,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,42,10/17/2016,10/23/2016,,2,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,43,10/24/2016,10/30/2016,,1,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,44,10/31/2016,11/6/2016,,5,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,45,11/7/2016,11/13/2016,,4,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,46,11/14/2016,11/20/2016,,7,0,0,1,,0,1,0,0,0,0,1,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,47,11/21/2016,11/27/2016,,7,0,0,3,,0,3,0,0,1,1,4,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,48,11/28/2016,12/4/2016,,14,0,0,0,,0,0,0,0,0,0,0,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,49,12/5/2016,12/11/2016,,17,0,0,3,,6,9,0,0,0,0,9,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,50,12/12/2016,12/18/2016,,,,,,,,,,,,,,,No Report
Luxembourg,European Region of WHO,South West Europe,2016,51,12/19/2016,12/25/2016,,49,0,0,26,,1,27,0,0,0,0,27,,No Report
